"agegrp"	"gender"	"year"	"cause_code"	"rate"	"relrank"
"10-14"	"F"	2009	"G80-G83"	0.5	7
"10-14"	"F"	2009	"I30-I51"	0.4	9
"10-14"	"F"	2009	"J09-J18"	0.7	5
"10-14"	"F"	2009	"R95-R99"	0.3	10
"10-14"	"F"	2009	"V01-V99"	2.3	1
"10-14"	"F"	2009	"W00-X59"	0.9	3
"10-14"	"F"	2009	"X60-X84"	0.9	4
"10-14"	"F"	2009	"X85-Y09"	0.5	6
"10-14"	"M"	2007	"C00-C97"	2.3	3
"10-14"	"M"	2007	"E70-E88"	0.3	10
"10-14"	"M"	2007	"G80-G83"	0.9	6
"10-14"	"M"	2007	"I30-I51"	0.6	7
"10-14"	"M"	2007	"J40-J47"	0.4	9
"10-14"	"M"	2007	"Q20-Q28"	0.5	8
"10-14"	"M"	2007	"V01-V99"	4.6	1
"10-14"	"M"	2007	"W00-X59"	2.5	2
"10-14"	"M"	2007	"X60-X84"	1.2	5
"10-14"	"M"	2007	"X85-Y09"	1.3	4
"10-14"	"M"	2008	"C00-C97"	2.2	3
"10-14"	"M"	2008	"E70-E88"	0.4	8
"10-14"	"M"	2008	"G80-G83"	0.7	6
"10-14"	"M"	2008	"I30-I51"	0.5	7
"10-14"	"M"	2008	"Q20-Q28"	0.4	9
"10-14"	"M"	2008	"R95-R99"	0.4	10
"10-14"	"M"	2008	"V01-V99"	3.8	1
"10-14"	"M"	2008	"W00-X59"	2.6	2
"10-14"	"M"	2008	"X60-X84"	1.4	4
"10-14"	"M"	2008	"X85-Y09"	1.2	5
"10-14"	"M"	2009	"C00-C97"	2.1	2
"10-14"	"M"	2009	"E70-E88"	0.5	9
"10-14"	"M"	2009	"G80-G83"	0.5	8
"10-14"	"M"	2009	"I30-I51"	0.5	6
"10-14"	"M"	2009	"J09-J18"	0.5	7
"10-14"	"M"	2009	"J40-J47"	0.4	10
"10-14"	"M"	2009	"V01-V99"	3.5	1
"10-14"	"M"	2009	"W00-X59"	2	3
"10-14"	"M"	2009	"X60-X84"	1.6	4
"10-14"	"M"	2009	"X85-Y09"	1.2	5
"15-19"	"F"	2007	"A30-A49"	0.3	10
"15-19"	"F"	2007	"C00-C97"	2.6	4
"15-19"	"F"	2007	"E70-E88"	0.4	8
"15-19"	"F"	2007	"G80-G83"	0.5	7
"15-19"	"F"	2007	"I30-I51"	0.7	6
"15-19"	"F"	2007	"R95-R99"	0.4	9
"15-19"	"F"	2007	"V01-V99"	15.1	1
"15-19"	"F"	2007	"W00-X59"	3.1	2
"15-19"	"F"	2007	"X60-X84"	2.4	5
"15-19"	"F"	2007	"X85-Y09"	2.7	3
"15-19"	"F"	2008	"C00-C97"	2.5	5
"15-19"	"F"	2008	"E70-E88"	0.4	9
"15-19"	"F"	2008	"G80-G83"	0.6	7
"15-19"	"F"	2008	"I30-I51"	0.8	6
"15-19"	"F"	2008	"R95-R99"	0.4	8
"15-19"	"F"	2008	"V01-V99"	12.1	1
"15-19"	"F"	2008	"W00-X59"	2.6	4
"15-19"	"F"	2008	"X60-X84"	3	2
"15-19"	"F"	2008	"X85-Y09"	2.6	3
"15-19"	"F"	2008	"Y10-Y34"	0.4	10
"15-19"	"F"	2009	"C00-C97"	2.5	4
"15-19"	"F"	2009	"E70-E88"	0.6	9
"15-19"	"F"	2009	"G80-G83"	0.6	8
"15-19"	"F"	2009	"I30-I51"	0.7	7
"15-19"	"F"	2009	"J09-J18"	0.7	6
"15-19"	"F"	2009	"R95-R99"	0.5	10
"15-19"	"F"	2009	"V01-V99"	11.1	1
"15-19"	"F"	2009	"W00-X59"	2.4	5
"15-19"	"F"	2009	"X60-X84"	3.2	2
"15-19"	"F"	2009	"X85-Y09"	2.5	3
"15-19"	"M"	2007	"C00-C97"	3.5	5
"15-19"	"M"	2007	"G70-G72"	0.7	9
"15-19"	"M"	2007	"G80-G83"	0.7	10
"15-19"	"M"	2007	"I30-I51"	1.6	6
"15-19"	"M"	2007	"R95-R99"	0.9	8
"15-19"	"M"	2007	"V01-V99"	28.5	1
"15-19"	"M"	2007	"W00-X59"	11.5	3
"15-19"	"M"	2007	"X60-X84"	10.8	4
"15-19"	"M"	2007	"X85-Y09"	16.9	2
"15-19"	"M"	2007	"Y10-Y34"	1.3	7
"15-19"	"M"	2008	"C00-C97"	3.6	5
"15-19"	"M"	2008	"G70-G72"	0.7	10
"15-19"	"M"	2008	"G80-G83"	0.9	9
"15-19"	"M"	2008	"I30-I51"	1.7	6
"15-19"	"M"	2008	"R95-R99"	1	8
"15-19"	"M"	2008	"V01-V99"	23.5	1
"15-19"	"M"	2008	"W00-X59"	10.9	4
"15-19"	"M"	2008	"X60-X84"	11.2	3
"15-19"	"M"	2008	"X85-Y09"	15.8	2
"15-19"	"M"	2008	"Y10-Y34"	1.1	7
"15-19"	"M"	2009	"C00-C97"	3.3	5
"15-19"	"M"	2009	"G70-G72"	0.8	10
"15-19"	"M"	2009	"G80-G83"	0.8	9
"15-19"	"M"	2009	"I30-I51"	1.6	6
"15-19"	"M"	2009	"R95-R99"	1.2	7
"15-19"	"M"	2009	"V01-V99"	19.7	1
"15-19"	"M"	2009	"W00-X59"	9.4	4
"15-19"	"M"	2009	"X60-X84"	11.6	3
"15-19"	"M"	2009	"X85-Y09"	14.4	2
"15-19"	"M"	2009	"Y10-Y34"	0.9	8
"20-24"	"F"	2007	"C00-C97"	3.8	5
"20-24"	"F"	2007	"E70-E88"	0.7	9
"20-24"	"F"	2007	"G80-G83"	0.6	10
"20-24"	"F"	2007	"I30-I51"	1.7	6
"20-24"	"F"	2007	"R95-R99"	0.7	8
"20-24"	"F"	2007	"V01-V99"	13.2	1
"20-24"	"F"	2007	"W00-X59"	6.6	2
"20-24"	"F"	2007	"X60-X84"	3.9	4
"20-24"	"F"	2007	"X85-Y09"	4.1	3
"20-24"	"F"	2007	"Y10-Y34"	1	7
"20-24"	"F"	2008	"C00-C97"	3.5	5
"20-24"	"F"	2008	"E70-E88"	0.7	9
"20-24"	"F"	2008	"G80-G83"	0.7	10
"20-24"	"F"	2008	"I30-I51"	1.2	6
"20-24"	"F"	2008	"R95-R99"	0.8	7
"20-24"	"F"	2008	"V01-V99"	11.4	1
"20-24"	"F"	2008	"W00-X59"	6.5	2
"20-24"	"F"	2008	"X60-X84"	4	3
"20-24"	"F"	2008	"X85-Y09"	4	4
"20-24"	"F"	2008	"Y10-Y34"	0.7	8
"20-24"	"F"	2009	"C00-C97"	3.6	5
"20-24"	"F"	2009	"I30-I51"	1.4	6
"20-24"	"F"	2009	"J09-J18"	1.1	7
"20-24"	"F"	2009	"O95-O99"	0.9	9
"20-24"	"F"	2009	"R95-R99"	1	8
"20-24"	"F"	2009	"V01-V99"	10.3	1
"20-24"	"F"	2009	"W00-X59"	6.3	2
"20-24"	"F"	2009	"X60-X84"	4.1	3
"20-24"	"F"	2009	"X85-Y09"	3.7	4
"20-24"	"F"	2009	"Y10-Y34"	0.8	10
"20-24"	"M"	2007	"C00-C97"	5.5	5
"20-24"	"M"	2007	"G70-G72"	0.9	9
"20-24"	"M"	2007	"G80-G83"	0.9	10
"20-24"	"M"	2007	"I30-I51"	3.1	6
"20-24"	"M"	2007	"R95-R99"	1.6	8
"20-24"	"M"	2007	"V01-V99"	43.3	1
"20-24"	"M"	2007	"W00-X59"	24.4	3
"20-24"	"M"	2007	"X60-X84"	20.8	4
"20-24"	"M"	2007	"X85-Y09"	26.6	2
"20-24"	"M"	2007	"Y10-Y34"	2.7	7
"20-24"	"M"	2008	"C00-C97"	5.6	5
"20-24"	"M"	2008	"G70-G72"	1	9
"20-24"	"M"	2008	"G80-G83"	1	10
"20-24"	"M"	2008	"I30-I51"	3	6
"20-24"	"M"	2008	"R95-R99"	2.1	8
"20-24"	"M"	2008	"V01-V99"	37.6	1
"20-24"	"M"	2008	"W00-X59"	23.7	3
"20-24"	"M"	2008	"X60-X84"	21	4
"20-24"	"M"	2008	"X85-Y09"	25.3	2
"20-24"	"M"	2008	"Y10-Y34"	2.4	7
"20-24"	"M"	2009	"C00-C97"	5.7	5
"20-24"	"M"	2009	"G80-G83"	0.9	10
"20-24"	"M"	2009	"I30-I51"	2.9	6
"20-24"	"M"	2009	"J09-J18"	1.3	9
"20-24"	"M"	2009	"R95-R99"	2.8	7
"20-24"	"M"	2009	"V01-V99"	31	1
"20-24"	"M"	2009	"W00-X59"	22.6	3
"20-24"	"M"	2009	"X60-X84"	20.7	4
"20-24"	"M"	2009	"X85-Y09"	23.2	2
"20-24"	"M"	2009	"Y10-Y34"	2.1	8
"25-34"	"F"	2007	"B20-B24"	2.2	7
"25-34"	"F"	2007	"C00-C97"	8.9	2
"25-34"	"F"	2007	"E10-E14"	1.3	10
"25-34"	"F"	2007	"I30-I51"	2.5	6
"25-34"	"F"	2007	"I60-I69"	1.3	9
"25-34"	"F"	2007	"V01-V99"	8.7	3
"25-34"	"F"	2007	"W00-X59"	9.3	1
"25-34"	"F"	2007	"X60-X84"	5	4
"25-34"	"F"	2007	"X85-Y09"	3.7	5
"25-34"	"F"	2007	"Y10-Y34"	1.5	8
"25-34"	"F"	2008	"B20-B24"	1.8	7
"25-34"	"F"	2008	"C00-C97"	8.7	2
"25-34"	"F"	2008	"E10-E14"	1.3	10
"25-34"	"F"	2008	"I20-I25"	1.4	8
"25-34"	"F"	2008	"I30-I51"	2.5	6
"25-34"	"F"	2008	"V01-V99"	7.6	3
"25-34"	"F"	2008	"W00-X59"	9	1
"25-34"	"F"	2008	"X60-X84"	5.1	4
"25-34"	"F"	2008	"X85-Y09"	3.5	5
"25-34"	"F"	2008	"Y10-Y34"	1.3	9
"25-34"	"F"	2009	"B20-B24"	1.6	9
"25-34"	"F"	2009	"C00-C97"	9.1	2
"25-34"	"F"	2009	"E10-E14"	1.2	10
"25-34"	"F"	2009	"I30-I51"	2.3	6
"25-34"	"F"	2009	"J09-J18"	1.9	7
"25-34"	"F"	2009	"R95-R99"	1.7	8
"25-34"	"F"	2009	"V01-V99"	7.5	3
"25-34"	"F"	2009	"W00-X59"	9.8	1
"25-34"	"F"	2009	"X60-X84"	5.1	4
"25-34"	"F"	2009	"X85-Y09"	3.6	5
"25-34"	"M"	2007	"B20-B24"	3.3	8
"25-34"	"M"	2007	"C00-C97"	8.5	5
"25-34"	"M"	2007	"I20-I25"	4.1	7
"25-34"	"M"	2007	"I30-I51"	5	6
"25-34"	"M"	2007	"R95-R99"	2.2	10
"25-34"	"M"	2007	"V01-V99"	28.3	1
"25-34"	"M"	2007	"W00-X59"	28.3	2
"25-34"	"M"	2007	"X60-X84"	21.5	3
"25-34"	"M"	2007	"X85-Y09"	20	4
"25-34"	"M"	2007	"Y10-Y34"	2.8	9
"25-34"	"M"	2008	"B20-B24"	3	8
"25-34"	"M"	2008	"C00-C97"	8.8	5
"25-34"	"M"	2008	"I20-I25"	3.7	7
"25-34"	"M"	2008	"I30-I51"	5	6
"25-34"	"M"	2008	"R95-R99"	2.6	10
"25-34"	"M"	2008	"V01-V99"	26.4	2
"25-34"	"M"	2008	"W00-X59"	28.7	1
"25-34"	"M"	2008	"X60-X84"	21.1	3
"25-34"	"M"	2008	"X85-Y09"	19.1	4
"25-34"	"M"	2008	"Y10-Y34"	2.7	9
"25-34"	"M"	2009	"B20-B24"	2.7	9
"25-34"	"M"	2009	"C00-C97"	8.8	5
"25-34"	"M"	2009	"I20-I25"	3.5	8
"25-34"	"M"	2009	"I30-I51"	4.9	6
"25-34"	"M"	2009	"R95-R99"	3.7	7
"25-34"	"M"	2009	"V01-V99"	22.8	2
"25-34"	"M"	2009	"W00-X59"	28.2	1
"25-34"	"M"	2009	"X60-X84"	20.9	3
"25-34"	"M"	2009	"X85-Y09"	16.9	4
"25-34"	"M"	2009	"Y10-Y34"	2.6	10
"35-44"	"F"	2007	"B20-B24"	5	8
"35-44"	"F"	2007	"C00-C97"	35.3	1
"35-44"	"F"	2007	"I20-I25"	6.9	5
"35-44"	"F"	2007	"I30-I51"	5.5	6
"35-44"	"F"	2007	"I60-I69"	4.6	9
"35-44"	"F"	2007	"K70-K76"	5.3	7
"35-44"	"F"	2007	"V01-V99"	8	3
"35-44"	"F"	2007	"W00-X59"	14.6	2
"35-44"	"F"	2007	"X60-X84"	7.3	4
"35-44"	"F"	2007	"X85-Y09"	3.5	10
"35-44"	"F"	2008	"B20-B24"	4.2	9
"35-44"	"F"	2008	"C00-C97"	34	1
"35-44"	"F"	2008	"E10-E14"	3.4	10
"35-44"	"F"	2008	"I20-I25"	7.1	5
"35-44"	"F"	2008	"I30-I51"	5.3	7
"35-44"	"F"	2008	"I60-I69"	4.5	8
"35-44"	"F"	2008	"K70-K76"	5.5	6
"35-44"	"F"	2008	"V01-V99"	7.3	4
"35-44"	"F"	2008	"W00-X59"	14.8	2
"35-44"	"F"	2008	"X60-X84"	7.4	3
"35-44"	"F"	2009	"B20-B24"	3.5	9
"35-44"	"F"	2009	"C00-C97"	34.2	1
"35-44"	"F"	2009	"E10-E14"	3.2	10
"35-44"	"F"	2009	"I20-I25"	6.7	4
"35-44"	"F"	2009	"I30-I51"	5.1	7
"35-44"	"F"	2009	"I60-I69"	4.2	8
"35-44"	"F"	2009	"K70-K76"	5.4	6
"35-44"	"F"	2009	"V01-V99"	6.5	5
"35-44"	"F"	2009	"W00-X59"	14.6	2
"35-44"	"F"	2009	"X60-X84"	7.3	3
"35-44"	"M"	2007	"B20-B24"	11.8	6
"35-44"	"M"	2007	"C00-C97"	26.8	2
"35-44"	"M"	2007	"I10-I15"	5.9	10
"35-44"	"M"	2007	"I20-I25"	22.2	5
"35-44"	"M"	2007	"I30-I51"	10.8	7
"35-44"	"M"	2007	"K70-K76"	9.9	9
"35-44"	"M"	2007	"V01-V99"	23.4	4
"35-44"	"M"	2007	"W00-X59"	32.2	1
"35-44"	"M"	2007	"X60-X84"	24.2	3
"35-44"	"M"	2007	"X85-Y09"	10.5	8
"35-44"	"M"	2008	"B20-B24"	9.3	9
"35-44"	"M"	2008	"C00-C97"	26.2	2
"35-44"	"M"	2008	"I10-I15"	6.2	10
"35-44"	"M"	2008	"I20-I25"	21.2	5
"35-44"	"M"	2008	"I30-I51"	9.9	7
"35-44"	"M"	2008	"K70-K76"	9.8	8
"35-44"	"M"	2008	"V01-V99"	21.3	4
"35-44"	"M"	2008	"W00-X59"	31.7	1
"35-44"	"M"	2008	"X60-X84"	24.4	3
"35-44"	"M"	2008	"X85-Y09"	10.5	6
"35-44"	"M"	2009	"B20-B24"	8.2	9
"35-44"	"M"	2009	"C00-C97"	26.1	2
"35-44"	"M"	2009	"I10-I15"	6.4	10
"35-44"	"M"	2009	"I20-I25"	20.3	4
"35-44"	"M"	2009	"I30-I51"	10.6	6
"35-44"	"M"	2009	"K70-K76"	9.7	8
"35-44"	"M"	2009	"V01-V99"	19.5	5
"35-44"	"M"	2009	"W00-X59"	31.3	1
"35-44"	"M"	2009	"X60-X84"	24.9	3
"35-44"	"M"	2009	"X85-Y09"	10	7
"45-54"	"F"	2007	"C00-C97"	111	1
"45-54"	"F"	2007	"E10-E14"	10	7
"45-54"	"F"	2007	"I20-I25"	26.3	2
"45-54"	"F"	2007	"I30-I51"	12.2	6
"45-54"	"F"	2007	"I60-I69"	12.9	5
"45-54"	"F"	2007	"J40-J47"	9.1	8
"45-54"	"F"	2007	"K70-K76"	14.2	4
"45-54"	"F"	2007	"V01-V99"	8.1	10
"45-54"	"F"	2007	"W00-X59"	19.8	3
"45-54"	"F"	2007	"X60-X84"	8.7	9
"45-54"	"F"	2008	"C00-C97"	109.2	1
"45-54"	"F"	2008	"E10-E14"	9.4	8
"45-54"	"F"	2008	"I10-I15"	8.3	10
"45-54"	"F"	2008	"I20-I25"	27.1	2
"45-54"	"F"	2008	"I30-I51"	12.1	6
"45-54"	"F"	2008	"I60-I69"	12.2	5
"45-54"	"F"	2008	"J40-J47"	9.6	7
"45-54"	"F"	2008	"K70-K76"	14.3	4
"45-54"	"F"	2008	"W00-X59"	20.5	3
"45-54"	"F"	2008	"X60-X84"	9	9
"45-54"	"F"	2009	"C00-C97"	110.4	1
"45-54"	"F"	2009	"E10-E14"	9.3	9
"45-54"	"F"	2009	"I10-I15"	8.3	10
"45-54"	"F"	2009	"I20-I25"	24.8	2
"45-54"	"F"	2009	"I30-I51"	11.7	6
"45-54"	"F"	2009	"I60-I69"	12.2	5
"45-54"	"F"	2009	"J40-J47"	10.5	7
"45-54"	"F"	2009	"K70-K76"	15.1	4
"45-54"	"F"	2009	"W00-X59"	21.3	3
"45-54"	"F"	2009	"X60-X84"	9.3	8
"45-54"	"M"	2007	"C00-C97"	117.4	1
"45-54"	"M"	2007	"E10-E14"	16.3	8
"45-54"	"M"	2007	"I10-I15"	15.5	10
"45-54"	"M"	2007	"I20-I25"	85.8	2
"45-54"	"M"	2007	"I30-I51"	23.9	7
"45-54"	"M"	2007	"I60-I69"	16.2	9
"45-54"	"M"	2007	"K70-K76"	33.1	4
"45-54"	"M"	2007	"V01-V99"	24	6
"45-54"	"M"	2007	"W00-X59"	39.4	3
"45-54"	"M"	2007	"X60-X84"	26.9	5
"45-54"	"M"	2008	"C00-C97"	117.7	1
"45-54"	"M"	2008	"E10-E14"	16	9
"45-54"	"M"	2008	"I10-I15"	16.2	8
"45-54"	"M"	2008	"I20-I25"	83.4	2
"45-54"	"M"	2008	"I30-I51"	24	6
"45-54"	"M"	2008	"I60-I69"	15.3	10
"45-54"	"M"	2008	"K70-K76"	33	4
"45-54"	"M"	2008	"V01-V99"	22	7
"45-54"	"M"	2008	"W00-X59"	40.2	3
"45-54"	"M"	2008	"X60-X84"	28.5	5
"45-54"	"M"	2009	"C00-C97"	115.3	1
"45-54"	"M"	2009	"E10-E14"	16.3	9
"45-54"	"M"	2009	"I10-I15"	17	8
"45-54"	"M"	2009	"I20-I25"	79.9	2
"45-54"	"M"	2009	"I30-I51"	23.6	6
"45-54"	"M"	2009	"I60-I69"	15.3	10
"45-54"	"M"	2009	"K70-K76"	32.8	4
"45-54"	"M"	2009	"V01-V99"	20.6	7
"45-54"	"M"	2009	"W00-X59"	39	3
"45-54"	"M"	2009	"X60-X84"	29.2	5
"55-64"	"F"	2007	"A30-A49"	12.4	10
"55-64"	"F"	2007	"C00-C97"	271.8	1
"55-64"	"F"	2007	"E10-E14"	27.2	4
"55-64"	"F"	2007	"I10-I15"	14.3	8
"55-64"	"F"	2007	"I20-I25"	74	2
"55-64"	"F"	2007	"I30-I51"	26.7	5
"55-64"	"F"	2007	"I60-I69"	26.3	6
"55-64"	"F"	2007	"J40-J47"	35.2	3
"55-64"	"F"	2007	"K70-K76"	18.9	7
"55-64"	"F"	2007	"W00-X59"	14.1	9
"55-64"	"F"	2008	"A30-A49"	12.7	10
"55-64"	"F"	2008	"C00-C97"	263.3	1
"55-64"	"F"	2008	"E10-E14"	26.5	4
"55-64"	"F"	2008	"I10-I15"	15.4	8
"55-64"	"F"	2008	"I20-I25"	73.4	2
"55-64"	"F"	2008	"I30-I51"	25.9	6
"55-64"	"F"	2008	"I60-I69"	26.1	5
"55-64"	"F"	2008	"J40-J47"	37.8	3
"55-64"	"F"	2008	"K70-K76"	19.4	7
"55-64"	"F"	2008	"W00-X59"	14.5	9
"55-64"	"F"	2009	"A30-A49"	12.5	10
"55-64"	"F"	2009	"C00-C97"	260.6	1
"55-64"	"F"	2009	"E10-E14"	24.7	6
"55-64"	"F"	2009	"I10-I15"	15.4	8
"55-64"	"F"	2009	"I20-I25"	68.6	2
"55-64"	"F"	2009	"I30-I51"	26	4
"55-64"	"F"	2009	"I60-I69"	24.8	5
"55-64"	"F"	2009	"J40-J47"	37.1	3
"55-64"	"F"	2009	"K70-K76"	20.4	7
"55-64"	"F"	2009	"W00-X59"	14.7	9
"55-64"	"M"	2007	"C00-C97"	353.9	1
"55-64"	"M"	2007	"E10-E14"	41.6	6
"55-64"	"M"	2007	"I10-I15"	27.9	9
"55-64"	"M"	2007	"I20-I25"	209.5	2
"55-64"	"M"	2007	"I30-I51"	49.8	3
"55-64"	"M"	2007	"I60-I69"	37.5	7
"55-64"	"M"	2007	"J40-J47"	42.1	5
"55-64"	"M"	2007	"K70-K76"	46	4
"55-64"	"M"	2007	"W00-X59"	29.8	8
"55-64"	"M"	2007	"X60-X84"	23.9	10
"55-64"	"M"	2008	"C00-C97"	349.3	1
"55-64"	"M"	2008	"E10-E14"	40.6	6
"55-64"	"M"	2008	"I10-I15"	29.6	9
"55-64"	"M"	2008	"I20-I25"	204.5	2
"55-64"	"M"	2008	"I30-I51"	49.5	3
"55-64"	"M"	2008	"I60-I69"	35.5	7
"55-64"	"M"	2008	"J40-J47"	44.7	5
"55-64"	"M"	2008	"K70-K76"	47.3	4
"55-64"	"M"	2008	"W00-X59"	31.7	8
"55-64"	"M"	2008	"X60-X84"	25.7	10
"55-64"	"M"	2009	"C00-C97"	345.9	1
"55-64"	"M"	2009	"E10-E14"	40	6
"55-64"	"M"	2009	"I10-I15"	31	9
"55-64"	"M"	2009	"I20-I25"	195.9	2
"55-64"	"M"	2009	"I30-I51"	50	3
"55-64"	"M"	2009	"I60-I69"	35	7
"55-64"	"M"	2009	"J40-J47"	43.1	5
"55-64"	"M"	2009	"K70-K76"	49	4
"55-64"	"M"	2009	"W00-X59"	32.1	8
"55-64"	"M"	2009	"X60-X84"	26.1	10
"65-74"	"F"	2007	"A30-A49"	30.4	9
"65-74"	"F"	2007	"C00-C97"	590.3	1
"65-74"	"F"	2007	"E10-E14"	64.5	6
"65-74"	"F"	2007	"I10-I15"	32.7	8
"65-74"	"F"	2007	"I20-I25"	210	2
"65-74"	"F"	2007	"I30-I51"	77.7	5
"65-74"	"F"	2007	"I60-I69"	81.7	4
"65-74"	"F"	2007	"J40-J47"	132	3
"65-74"	"F"	2007	"K70-K76"	26.7	10
"65-74"	"F"	2007	"N17-N19"	33.2	7
"65-74"	"F"	2008	"A30-A49"	30.6	9
"65-74"	"F"	2008	"C00-C97"	577.3	1
"65-74"	"F"	2008	"E10-E14"	63.4	6
"65-74"	"F"	2008	"I10-I15"	32.5	8
"65-74"	"F"	2008	"I20-I25"	202.6	2
"65-74"	"F"	2008	"I30-I51"	73.6	5
"65-74"	"F"	2008	"I60-I69"	78.4	4
"65-74"	"F"	2008	"J40-J47"	143.9	3
"65-74"	"F"	2008	"K70-K76"	26.6	10
"65-74"	"F"	2008	"N17-N19"	32.7	7
"65-74"	"F"	2009	"A30-A49"	30.3	9
"65-74"	"F"	2009	"C00-C97"	562.2	1
"65-74"	"F"	2009	"E10-E14"	57.1	6
"65-74"	"F"	2009	"I10-I15"	32	7
"65-74"	"F"	2009	"I20-I25"	188.5	2
"65-74"	"F"	2009	"I30-I51"	73.3	4
"65-74"	"F"	2009	"I60-I69"	72.9	5
"65-74"	"F"	2009	"J40-J47"	137.1	3
"65-74"	"F"	2009	"K70-K76"	26.9	10
"65-74"	"F"	2009	"N17-N19"	31.4	8
"65-74"	"M"	2007	"A30-A49"	37.5	10
"65-74"	"M"	2007	"C00-C97"	834.1	1
"65-74"	"M"	2007	"E10-E14"	90.9	6
"65-74"	"M"	2007	"I10-I15"	44.6	8
"65-74"	"M"	2007	"I20-I25"	448	2
"65-74"	"M"	2007	"I30-I51"	122.5	4
"65-74"	"M"	2007	"I60-I69"	102.7	5
"65-74"	"M"	2007	"J40-J47"	161.3	3
"65-74"	"M"	2007	"K70-K76"	46	7
"65-74"	"M"	2007	"N17-N19"	41.8	9
"65-74"	"M"	2008	"C00-C97"	817	1
"65-74"	"M"	2008	"E10-E14"	87.8	6
"65-74"	"M"	2008	"I10-I15"	46.7	7
"65-74"	"M"	2008	"I20-I25"	435	2
"65-74"	"M"	2008	"I30-I51"	119.1	4
"65-74"	"M"	2008	"I60-I69"	97.6	5
"65-74"	"M"	2008	"J40-J47"	169.9	3
"65-74"	"M"	2008	"K70-K76"	46.5	8
"65-74"	"M"	2008	"N17-N19"	42.4	9
"65-74"	"M"	2008	"W00-X59"	37.3	10
"65-74"	"M"	2009	"C00-C97"	790.4	1
"65-74"	"M"	2009	"E10-E14"	84.1	6
"65-74"	"M"	2009	"I10-I15"	46.8	7
"65-74"	"M"	2009	"I20-I25"	414.7	2
"65-74"	"M"	2009	"I30-I51"	116.3	4
"65-74"	"M"	2009	"I60-I69"	94.2	5
"65-74"	"M"	2009	"J40-J47"	159.4	3
"65-74"	"M"	2009	"K70-K76"	44.9	8
"65-74"	"M"	2009	"N17-N19"	41	9
"65-74"	"M"	2009	"W00-X59"	36.1	10
"75-84"	"F"	2007	"C00-C97"	1009.6	1
"75-84"	"F"	2007	"E10-E14"	147.1	8
"75-84"	"F"	2007	"F01-F09"	174.1	7
"75-84"	"F"	2007	"G30-G31"	198.5	6
"75-84"	"F"	2007	"I10-I15"	102.3	9
"75-84"	"F"	2007	"I20-I25"	694.8	2
"75-84"	"F"	2007	"I30-I51"	297.4	5
"75-84"	"F"	2007	"I60-I69"	315.5	4
"75-84"	"F"	2007	"J09-J18"	96.8	10
"75-84"	"F"	2007	"J40-J47"	319.7	3
"75-84"	"F"	2008	"C00-C97"	995.9	1
"75-84"	"F"	2008	"E10-E14"	137.4	8
"75-84"	"F"	2008	"F01-F09"	204.3	7
"75-84"	"F"	2008	"G30-G31"	215.9	6
"75-84"	"F"	2008	"I10-I15"	105	9
"75-84"	"F"	2008	"I20-I25"	670.5	2
"75-84"	"F"	2008	"I30-I51"	290.7	5
"75-84"	"F"	2008	"I60-I69"	308.2	4
"75-84"	"F"	2008	"J09-J18"	101.7	10
"75-84"	"F"	2008	"J40-J47"	346.9	3
"75-84"	"F"	2009	"C00-C97"	980.1	1
"75-84"	"F"	2009	"E10-E14"	130.9	8
"75-84"	"F"	2009	"F01-F09"	205.6	6
"75-84"	"F"	2009	"G30-G31"	201.2	7
"75-84"	"F"	2009	"I10-I15"	103.7	9
"75-84"	"F"	2009	"I20-I25"	622.8	2
"75-84"	"F"	2009	"I30-I51"	281.6	5
"75-84"	"F"	2009	"I60-I69"	290.6	4
"75-84"	"F"	2009	"J09-J18"	90.8	10
"75-84"	"F"	2009	"J40-J47"	333	3
"75-84"	"M"	2007	"C00-C97"	1593.3	1
"75-84"	"M"	2007	"E10-E14"	183.1	6
"75-84"	"M"	2007	"F01-F09"	160.4	8
"75-84"	"M"	2007	"G30-G31"	164.6	7
"75-84"	"M"	2007	"I20-I25"	1162.5	2
"75-84"	"M"	2007	"I30-I51"	383.9	4
"75-84"	"M"	2007	"I60-I69"	328.2	5
"75-84"	"M"	2007	"J09-J18"	137.4	9
"75-84"	"M"	2007	"J40-J47"	434.6	3
"75-84"	"M"	2007	"N17-N19"	128.6	10
"75-84"	"M"	2008	"C00-C97"	1563.1	1
"75-84"	"M"	2008	"E10-E14"	175.7	8
"75-84"	"M"	2008	"F01-F09"	188.4	6
"75-84"	"M"	2008	"G30-G31"	182.9	7
"75-84"	"M"	2008	"I20-I25"	1126.7	2
"75-84"	"M"	2008	"I30-I51"	372.5	4
"75-84"	"M"	2008	"I60-I69"	320.4	5
"75-84"	"M"	2008	"J09-J18"	142.6	9
"75-84"	"M"	2008	"J40-J47"	463.8	3
"75-84"	"M"	2008	"N17-N19"	126.3	10
"75-84"	"M"	2009	"C00-C97"	1538.3	1
"75-84"	"M"	2009	"E10-E14"	166.7	8
"75-84"	"M"	2009	"F01-F09"	186.7	6
"75-84"	"M"	2009	"G30-G31"	172.2	7
"75-84"	"M"	2009	"I20-I25"	1058.7	2
"75-84"	"M"	2009	"I30-I51"	370.8	4
"75-84"	"M"	2009	"I60-I69"	300.9	5
"75-84"	"M"	2009	"J09-J18"	129.6	9
"75-84"	"M"	2009	"J40-J47"	437.1	3
"75-84"	"M"	2009	"N17-N19"	123.7	10
